40,3-26,被,bei4,by (indicates passive-voice sentences or clauses); quilt; to cover (literary),
41,1-6,本,ben3,"roots or stems of plants; origin; source; this; the current; root; foundation; basis; classifier for books, periodicals, files etc; originally",
42,4-42,本来,ben3 lai2,original; originally; at first; it goes without saying; of course,
43,4-43,笨,ben4,stupid; foolish; silly; slow-witted; clumsy,
44,3-28,鼻子,bi2 zi5,"nose; CL:個|个[ge4],隻|只[zhi1]",
45,2-12,比,bi3 ,"(particle used for comparison and ""-er than""); to compare; to contrast; to gesture (with hands); ratio",
46,3-30,比较,bi3 jiao4,compare; contrast; fairly; comparatively; relatively; quite; rather,
47,3-31,比赛,bi3 sai4,"competition (sports etc); match; CL:場|场[chang3],次[ci4]",
48,4-48,笔记本,bi3 ji4 ben3,notebook; CL:本[ben3],
49,3-32,必须,bi4 xu1,to have to; must; compulsory; necessarily,
50,4-50,毕业,bi4 ye4,graduation; to graduate; to finish school,
51,4-51,遍,bian4,a time; everywhere; turn; all over; one time,
52,3-33,变化,bian4 hua4,change; variation; to change; to vary; CL:個|个[ge4],
53,4-53,标准,biao1 zhun3,(an official) standard; norm; criterion; CL:個|个[ge4],
54,4-54,表达,biao3 da2,to voice (an opinion); to express; to convey,
55,4-55,表格,biao3 ge2,"form; table; CL:張|张[zhang1],份[fen4]",
56,3-34,表示,biao3 shi4,to express; to show; to say; to state; to indicate; to mean,
57,3-35,表演,biao3 yan3,play; show; performance; exhibition; to perform; to act; to demonstrate; CL:場|场[chang3],
58,4-58,表扬,biao3 yang2,to praise; to commend,
59,2-13,别,bie2,to leave; to depart; to separate; to distinguish; to classify; other; another; do not; must not; to pin,
60,3-37,别人,bie2 ren2,other people; others; other person,
61,3-38,宾馆,bin1 guan3,"guesthouse; CL:個|个[ge4],家[jia1]",
62,3-39,冰箱,bing1 xiang1,"icebox; freezer cabinet; refrigerator; CL:臺|台[tai2],個|个[ge4]",
63,4-63,饼干,bing3 gan1,"biscuit; cracker; cookie; CL:片[pian4],塊|块[kuai4]",
64,4-64,并且,bing4 qie3,and; besides; moreover; furthermore; in addition,
65,4-65,博士,bo2 shi4,doctor; court academician (in feudal China); Ph.D.,
66,4-66,不但,bu4 dan4,not only (... but also...),
67,4-67,不过,bu4 guo4,only; merely; no more than; but; however; anyway (to get back to a previous topic),
68,1-7,不客气,bu4 ke4 qi5,you're welcome; impolite; rude; blunt; don't mention it,
69,1-8,不,bu4,(negative prefix); not; no,
70,4-70,不得不,bu4 de2 bu4,have no choice or option but to; cannot but; have to; can't help it; can't avoid,
71,4-71,不管,bu4 guan3,"no matter (what, how); regardless of; no matter",
72,4-72,不仅,bu4 jin3,not only (this one); not just (...) but also,
73,4-73,部分,bu4 fen4,part; share; section; piece; CL:個|个[ge4],
74,4-74,擦,ca1,to wipe; to erase; rubbing (brush stroke in painting); to clean; to polish,
75,4-75,猜,cai1,to guess,
76,3-42,才,cai2,ability; talent; endowment; gift; an expert; only (then); only if; just,
77,4-77,材料,cai2 liao4,"material; data; makings; stuff; CL:個|个[ge4],種|种[zhong3]",
78,1-9,菜,cai4,"dish (type of food); vegetables; vegetable; cuisine; CL:盤|盘[pan2],道[dao4]",
79,3-44,菜单,cai4 dan1,"menu; CL:份[fen4],張|张[zhang1]",
80,4-80,参观,can1 guan1,to look around; to inspect; visit and observe,
81,3-45,参加,can1 jia1,to participate; to take part; to join,
82,3-46,草,cao3,"grass; straw; manuscript; draft (of a document); careless; rough; CL:棵[ke1],撮[zuo3],株[zhu1],根[gen1]",
83,3-47,层,ceng2,layer; stratum; laminated; floor (of a building); storey; classifier for layers; repeated; sheaf (math.),
84,1-10,茶,cha2,"tea; tea plant; CL:杯[bei1],壺|壶[hu2]",
85,3-49,差,cha4,differ from; short of; to lack; poor,
86,4-86,差不多,cha4 bu5 duo1,almost; nearly; more or less,
87,4-87,尝,chang2,to taste; flavor; (past tense marker); already; formerly; ever; once; test,
88,2-18,长,chang2,length; long; forever; always; constantly,
89,4-89,长城,Chang2 cheng2,the Great Wall,
90,4-90,长江,Chang2 jiang1,Changjiang river; Yangtze river,
91,4-91,场,chang3,large place used for a specific purpose; stage; scene (of a play); classifier for sporting or recreational activities; classifier for number of exams ,
92,2-19,唱歌,chang4 ge1,to sing a song,
93,4-93,超过,chao1 guo4,to surpass; to exceed; to outstrip,
94,3-52,超市,chao1 shi4,supermarket (abbr.); CL:家[jia1],
95,4-95,吵,chao3,to quarrel; to make a noise; noisy; to disturb by making a noise,
96,3-53,衬衫,chen4 shan1,shirt; blouse; CL:件[jian4],
97,4-97,成功,cheng2 gong1,"success; to succeed; CL:次[ci4],個|个[ge4]",
98,3-54,成绩,cheng2 ji4,"achievement; performance records; grades; CL:項|项[xiang4],個|个[ge4]",
99,4-99,成熟,cheng2 shu2,mature; ripe; Taiwan pr. cheng2 shou2,
100,4-100,成为,cheng2 wei2,to become; to turn into,
101,4-101,诚实,cheng2 shi2,honest; honesty; honorable; truthful,
102,3-55,城市,cheng2 shi4,city; town; CL:座[zuo4],
103,4-103,乘坐,cheng2 zuo4,to ride (in a vehicle),
104,1-11,吃,chi1,to eat; to have one's meal; to eradicate; to destroy; to absorb; to suffer; to exhaust,
105,4-105,吃惊,chi1 jing1,to be startled; to be shocked; to be amazed,
106,3-57,迟到,chi2 dao4,to arrive late,
107,4-107,重新,chong2 xin1,again; once more; re-,
108,4-108,抽烟,chou1 yan1,"to smoke (a cigarette, tobacco)",
109,2-21,出,chu1,"to go out; to come out; to occur; to produce; to go beyond; to rise; to put forth; to happen; classifier for dramas, plays, operas etc",
110,4-110,出差,chu1 chai1,to go on an official or business trip,
111,4-111,出发,chu1 fa1,to start out; to set off,
112,4-112,出生,chu1 sheng1,to be born,
113,3-59,出现,chu1 xian4,to appear; to arise; to emerge; to show up,
114,1-12,出租车,chu1 zu1 che1,taxi,
115,3-61,厨房,chu2 fang2,kitchen; CL:間|间[jian1],
116,3-62,除了,chu2 le5,besides; apart from (... also...); in addition to; except (for),
117,2-23,穿,chuan1,to bore through; pierce; perforate; penetrate; pass through; to dress; to wear; to put on; to thread,
118,2-24,船,chuan2,"a boat; vessel; ship; CL:條|条[tiao2],艘[sou1],隻|只[zhi1]",
119,4-119,传真,chuan2 zhen1,fax; facsimile,
120,4-120,窗户,chuang1 hu5,"window; CL:個|个[ge4],扇[shan4]",
121,3-65,春,chun1,spring (time); gay; joyful; youthful; love; lust; life,
122,4-122,词典,ci2 dian3,"dictionary (of Chinese compound words); also written 辭典|辞典[ci2 dian3]; CL:部[bu4],本[ben3]",
123,3-66,词语,ci2 yu3,word (general term including monosyllables through to short phrases); term (e.g. technical term); expression,
124,2-25,次,ci4,"next in sequence; second; the second (day, time etc); secondary; vice-; sub-; infra-; inferior quality; substandard; order; sequence; hypo- (chemistry); classifier for enumerated events: time",
125,3-68,聪明,cong1 ming5,acute (of sight and hearing); clever; intelligent; bright; smart,
126,2-26,从,cong2,"from; via; passing through; through (a gap); past; ever (followed by negative, meaning never); (formerly pr. zong4 and related to 縱|纵) to follow; to comply with; to obey; to join; to engage in; adopting some mode of action or attitude; follower; retainer; accessory; accomplice; related by common paternal grandfather or earlier ancestor; surname Cong",
127,4-127,从来,cong2 lai2,always; at all times; never (if used in negative sentence),
128,4-128,粗心,cu1 xin1,careless; thoughtless,
129,2-27,错,cuo4,mistake; error; blunder; fault; cross; uneven; wrong; CL:個|个[ge4],
130,4-130,答案,da2 an4,answer; solution; CL:個|个[ge4],
131,4-131,打扮,da3 ban5,to decorate; to dress; to make up; to adorn; manner of dressing; style of dress,
132,1-13,打电话,da3 dian4 hua4,to make a telephone call,
133,2-29,打篮球,da3 lan2 qiu2,play basketball,
134,4-134,打扰,da3 rao3,to disturb; to bother; to trouble,
135,3-73,打扫,da3 sao3,to clean; to sweep,
136,3-74,打算,da3 suan4,to plan; to intend; to calculate; plan; intention; calculation; CL:個|个[ge4],
137,4-137,打印,da3 yin4,to print; to seal; to stamp,
138,4-138,打折,da3 zhe2,to give a discount,
139,4-139,打针,da3 zhen1,to give or have an injection,
140,1-14,大,da4,big; huge; large; major; great; wide; deep; oldest; eldest,
141,4-141,大概,da4 gai4,roughly; probably; rough; approximate; about,
142,2-31,大家,da4 jia1,authority; everyone,
143,4-143,大使馆,da4 shi3 guan3,"embassy; CL:座[zuo4],個|个[ge4]",
144,4-144,大约,da4 yue1,approximately; about,
145,3-77,带,dai4,band; belt; girdle; ribbon; tire; area; zone; region; CL:條|条[tiao2]; to wear; to carry; to lead; to bring; to look after; to raise,
146,4-146,戴,dai4,"to put on or wear (glasses, hat, gloves etc); to respect; to bear; to support",
147,4-147,代表,dai4 biao3,"representative; delegate; CL:位[wei4],個|个[ge4],名[ming2]; to represent; to stand for; on behalf of; in the name of",
148,4-148,代替,dai4 ti4,"instead; to replace; to substitute (X for Y, or a number in an algebraic expression)",
149,4-149,大夫,dai4 fu5,"doctor; minister of state (in pre-Han states); CL:個|个[ge4],位[wei4]",
150,3-78,担心,dan1 xin1,anxious; worried; uneasy; to worry; to be anxious,
151,3-79,蛋糕,dan4 gao1,"cake; CL:塊|块[kuai4],個|个[ge4]",
152,2-32,但是,dan4 shi4,but; however,
153,4-153,当,dang1,to be; to act as; manage; withstand; when; during; ought; should; match equally; equal; same; obstruct; just at (a time or place); on the spot; right; just at,
154,4-154,当地,dang1 di4,local,
155,3-81,当然,dang1 ran2,only natural; as it should be; certainly; of course; without doubt,
156,4-156,当时,dang1 shi2,then; at that time; while,
157,4-157,刀,dao1,knife; CL:把[ba3],
158,4-158,导游,dao3 you2,tour guide; to conduct a tour; a guidebook,
159,2-33,到,dao4,to (a place); until (a time); up to; to go; to arrive,
160,4-160,到处,dao4 chu4,in all places; everywhere,
161,4-161,到底,dao4 di3,finally; in the end; when all is said and done; after all; to the end; to the last,
162,4-162,道歉,dao4 qian4,to apologize; to make an apology,
163,4-163,得意,de2 yi4,proud of oneself; pleased with oneself; complacent,
164,3-83,地,de5,"-ly; structural particle: used before a verb or adjective, linking it to preceding modifying adverbial adjunct",
166,1-15,的,de5,"of; structural particle: used before a noun, linking it to preceding possessive or descriptive attributive",
166,2-35,得,de5,"structural particle: used after a verb (or adjective as main verb), linking it to following phrase indicating effect, degree, possibility etc",
167,4-167,得,dei3,to have to; must; ought to; to need to,
168,3-86,灯,deng1,lamp; light; lantern; CL:盞|盏[zhan3],
169,2-36,等,deng3,wait for; await,
170,4-170,等,deng3,et cetera; and so on; et al. (and other authors); after; as soon as; once,
171,3-88,低,di1,low; beneath; to lower (one's head); to let droop; to hang down; to incline,
172,4-172,底,di3,background; bottom; base; the end of a period of time; towards the end of (last month),
173,2-37,弟弟,di4 di5,"younger brother; CL:個|个[ge4],位[wei4]",
174,3-90,地方,di4 fang1,region; regional (away from the central administration),
175,4-175,地球,di4 qiu2,the Earth; planet; CL:個|个[ge4],
176,3-91,地铁,di4 tie3,subway; metro,
177,3-92,地图,di4 tu2,"map; CL:張|张[zhang1],本[ben3]",
178,4-178,地址,di4 zhi3,address; CL:個|个[ge4],
179,2-38,第一,di4 yi1,first; number one,
180,1-16,点,dian3,drop (of liquid); stain; spot; speck; jot; dot stroke (in Chinese characters); decimal point; point; mark (of degree or level); a place (with certain characteristics); iron bell; o’clock; a little; a bit; some; (point) unit of measurement for type; to touch on briefly; to make clear; to light; to ignite; to kindle; period of time at night (24 minutes) (old); a drip; to dibble; classifier for small indeterminate quantities,
181,1-17,电脑,dian4 nao3,computer; CL:臺|台[tai2],
182,1-18,电视,dian4 shi4,"television; TV; CL:臺|台[tai2],個|个[ge4]",
183,3-97,电梯,dian4 ti1,"elevator; CL:臺|台[tai2],部[bu4]",
184,1-19,电影,dian4 ying3,"movie; film; CL:部[bu4],片[pian4],幕[mu4],場|场[chang3]",
185,3-99,电子邮件,dian4 zi3 you2 jian4,electronic mail; email; CL:封[feng1],
186,4-186,掉,diao4,"to fall; to drop; to lag behind; to lose; to go missing; to reduce; fall (in prices); to lose (value, weight etc); to wag; to swing; to turn; to change; to exchange; to swap; to show off; to shed (hair)",
187,4-187,调查,diao4 cha2,"investigation; inquiry; to investigate; to survey; survey; (opinion) poll; CL:項|项[xiang4],個|个[ge4]",
188,4-188,丢,diu1,to lose; to put aside; to throw,
189,3-102,冬,dong1,winter,
190,3-100,东,dong1,east; host (i.e. sitting on east side of guest); landlord; surname Dong,
191,1-20,东西,dong1 xi5,"thing; stuff; person; CL:個|个[ge4],件[jian4]",
192,2-44,懂,dong3,to understand; to know,
193,3-104,动物,dong4 wu4,"animal; CL:隻|只[zhi1],群[qun2],個|个[ge4]",
194,4-194,动作,dong4 zuo4,movement; motion; action; CL:個|个[ge4],
195,1-21,都,dou1,"all, both; entirely (due to) each; even; already",
196,1-22,读,du2,"to read; to study; reading of word (i.e. pronunciation), similar to 拼音[pin1 yin1]",
197,4-197,堵车,du3 che1,traffic jam; choking,
198,4-198,肚子,du4 zi5,belly; abdomen; stomach; CL:個|个[ge4],
199,3-107,短,duan3,short or brief; to lack; weak point; fault,
200,3-108,段,duan4,"paragraph; section; segment; stage (of a process); classifier for stories, periods of time, lengths of thread etc",
201,4-201,断,duan4,"to break; to snap; to cut off; to give up or abstain from sth; to judge; (usu. used in the negative) absolutely, definitely,decidedly",
202,3-109,锻炼,duan4 lian4,to engage in physical exercise; to toughen; to temper,
203,2-47,对,dui4,couple; pair; to be opposite; to oppose; to face; versus; for; to; correct (answer); to answer; to reply; to direct (towards sth); right,
204,4-204,对,dui4,(介词)to; for,
205,1-23,对不起,dui4 bu5 qi3,unworthy; to let down; I'm sorry; excuse me; pardon me; if you please; sorry? (please repeat),
206,4-206,对话,dui4 hua4,dialog; CL:個|个[ge4],
207,4-207,对面,dui4 mian4,opposite,
208,4-208,顿,dun4,"stop; pause; to arrange; to lay out; to kowtow; to stamp; at once; classifier for meals, beating, tellings off etc: time, bout, spell, meal",
209,1-24,多,duo1,many; much; a lot of; numerous; multi-,
210,3-113,多么,duo1 me5,how (wonderful etc); what (a great idea etc); however (difficult it may be etc),
211,1-25,多少,duo1 shao3,number; amount; somewhat,
212,4-212,朵,duo3,"flower; earlobe; fig. item on both sides; classifier for flowers, clouds etc",
213,3-115,饿,e4,to be hungry; hungry,
214,4-214,而,er2,and; as well as; and so; but (not); yet (not); (indicates causal relation); (indicates change of state); (indicates contrast),
215,3-116,而且,er2 qie3,(not only ...) but also; moreover; in addition; furthermore,
216,4-216,儿童,er2 tong2,child; CL:個|个[ge4],
217,1-26,儿子,er2 zi5,son,
218,3-118,耳朵,er3 duo5,"ear; CL:隻|只[zhi1],個|个[ge4],對|对[dui4]",
219,1-27,二,er4,two; 2; stupid (Beijing dialect),
220,4-220,发,fa1,to send out; to show (one's feeling); to issue; to develop; classifier for gunshots (rounds),
221,3-120,发烧,fa1 shao1,have a high temperature (from illness); have a fever,
222,4-222,发生,fa1 sheng1,to happen; to occur; to take place; to break out,
223,3-121,发现,fa1 xian4,to find; to discover,
224,4-224,发展,fa1 zhan3,development; growth; to develop; to grow; to expand,
225,4-225,法律,fa3 lv4,"law; CL:條|条[tiao2], 套[tao4], 個|个[ge4]",
226,4-226,翻译,fan1 yi4,"to translate; to interpret; translator; interpreter; translation; interpretation; CL:個|个[ge4],位[wei4],名[ming2]",
227,4-227,烦恼,fan2 nao3,agonize; agony; annoyance; upset; vexation; worries,
228,4-228,反对,fan3 dui4,to fight against; to oppose; to be opposed to; opposition,
229,4-229,反应,fan3 ying4,"to mirror; to reflect; mirror image; reflection; fig. to report; to make known; to render; used erroneously for 反應|反应, response or reaction",
230,1-28,饭馆,fan4 guan3,restaurant; CL:家[jia1],
231,4-231,范围,fan4 wei2,range; scope; limit; extent; CL:個|个[ge4],
232,3-123,方便,fang1 bian4,convenient; to help out; to make things easy for people; convenience; suitable; having money to spare; (euphemism) to go to the toilet,
233,4-233,方法,fang1 fa3,method; way; means; CL:個|个[ge4],
234,4-234,方面,fang1 mian4,respect; aspect; field; side; CL:個|个[ge4],
235,4-235,方向,fang1 xiang4,direction; orientation; path to follow; CL:個|个[ge4],
236,2-54,房间,fang2 jian1,room; CL:間|间[jian1],
237,4-237,访问,fang3 wen4,to visit; to call on; to interview; CL:次[ci4],
238,3-125,放,fang4,to release; to free; to let go; to put; to place; to let out; to set off (fireworks),
239,4-239,放弃,fang4 qi4,to renounce; to abandon; to give up,
240,4-240,放暑假,fang4 shu3 jia4,take summer vacation,
241,3-126,放心,fang4 xin1,to set one's mind at rest; to be at ease; to rest,
242,2-55,非常,fei1 chang2,unusual; extraordinary; extreme; very; exceptional,
243,1-29,飞机,fei1 ji1,airplane; CL: 架[jia4],
244,3-129,分,fen1,to divide; to separate; to allocate; to distinguish (good and bad); part or subdivision; fraction; one tenth (of certain units); unit of length equivalent to 0.33 cm; minute; a point (in sports or games); 0.01 yuan (unit of money),
245,4-245,…分之…,fen1 zhi1,"used for fractions and percentages, e.g. 四分之一 is 1/4 and 百分之一 is 1%",
246,1-30,分钟,fen1 zhong1,minute,
247,4-247,份,fen4,"part; share; portion; copy; classifier for gifts, newspaper, magazine, papers, reports, contracts etc",
248,4-248,丰富,feng1 fu4,rich; plentiful; abundant,
249,4-249,风景,feng1 jing3,scenery; landscape; CL:個|个[ge4],
250,4-250,否则,fou3 ze2,if not; otherwise; else; or else,
251,4-251,符合,fu2 he2,in keeping with; in accordance with; tallying with; in line with; to agree with; to accord with; to conform to; to correspond with; to manage; to handle,
252,2-58,服务员,fu2 wu4 yuan2,waiter; waitress; attendant; customer service personnel; CL:個|个[ge4],
253,4-253,富,fu4,rich; surname Fu,
254,3-132,附近,fu4 jin4,(in the) vicinity; nearby; neighboring; next to,
255,4-255,父亲,fu4 qin1,father; also pr. with light tone [fu4 qin5]; CL:個|个[ge4],
256,3-133,复习,fu4 xi2,to revise; to review; revision; CL:次[ci4],
257,4-257,复印,fu4 yin4,to photocopy; to duplicate a document,
258,4-258,复杂,fu4 za2,complicated; complex,
259,4-259,负责,fu4 ze2,to be in charge of; to take responsibility for; to be to blame; conscientious,
260,4-260,改变,gai3 bian4,to change; to alter; to transform,
261,4-261,干杯,gan1 bei1,to drink a toast; Cheers! (proposing a toast); Here's to you!; Bottoms up!; lit. dry cup,
262,3-134,干净,gan1 jing4,clean; neat,
263,4-263,干燥,gan1 zao4,"to dry (of weather, paint, cement etc); desiccation; dull; uninteresting; arid",
264,3-135,敢,gan3,to dare; daring; (polite) may I venture,
265,4-265,感动,gan3 dong4,to move (sb); to touch (sb emotionally); moving,
266,4-266,感觉,gan3 jue2,to feel; to become aware of; feeling; sense; perception; CL:個|个[ge4],
267,3-136,感冒,gan3 mao4,"to catch cold; (common) cold; CL:場|场[chang2],次[ci4]",
268,4-268,感情,gan3 qing2,"feeling; emotion; sensation; likes and dislikes; deep affection for sb or sth; relationship (i.e. love affair); CL:個|个[ge4],種|种[zhong3]",
269,4-269,感谢,gan3 xie4,(express) thanks; gratitude; grateful; thankful; thanks,
270,4-270,干,gan1,to work; to do; to manage,
271,3-137,刚才,gang1 cai2,just now; a moment ago,
272,4-272,刚刚,gang1 gang5,just recently; just a moment ago,
273,2-59,高,gao1,high; tall; above average; loud; your (honorific); surname Gao,
274,4-274,高级,gao1 ji2,high level; high grade; advanced; high-ranking,
275,1-31,高兴,gao1 xing4,happy; glad; willing (to do sth); in a cheerful mood,
276,2-61,告诉,gao4 su5,to tell; to inform; to let know,
277,2-62,哥哥,ge1 ge5,"older brother; CL:個|个[ge4],位[wei4]",
278,4-278,各,ge4,each; every,
279,1-32,个,ge4,individual; this; that; size; classifier for people or objects in general,
280,4-280,个子,ge4 zi5,height; stature; build; size,
281,2-64,给,gei3,to; for; for the benefit of; to give; to allow; to do sth (for sb); (passive particle),
282,3-144,跟,gen1,heel; to follow closely; to go with; to marry sb (of woman); with; towards; as (compared to); from (different from); and (in addition to),
283,3-145,根据,gen1 ju4,according to; based on; basis; foundation; CL:個|个[ge4],
284,3-146,更,geng1,to change or replace; to experience; one of the five two hour periods into which the night was formerly divided; watch (eg of a sentry or guard),
285,2-65,公共汽车,gong1 gong4 qi4 che1,"bus; CL:輛|辆[liang4],班[ban1]",
286,2-66,公斤,gong1 jin1,kilogram (kg),
287,4-287,公里,gong1 li3,kilometer,
288,2-67,公司,gong1 si1,(business) company; company; firm; corporation; incorporated; CL:家[jia1],
289,3-150,公园,gong1 yuan2,public park; CL:場|场[chang3],
290,4-290,工具,gong1 ju4,tool; instrument; utensil; means (to achieve a goal etc),
291,4-291,工资,gong1 zi1,"wages; pay; CL:個|个[ge4],份[fen4],月[yue4]",
292,1-33,工作,gong1 zuo4,"job; work; construction; task; CL:個|个[ge4],份[fen4],項|项[xiang4]",
293,4-293,共同,gong4 tong2,common; joint; jointly; together; collaborative,
294,1-34,狗,gou3,"dog; CL:隻|只[zhi1],條|条[tiao2]",
295,4-295,够,gou4,to reach; to be enough,
296,4-296,购物,gou4 wu4,shopping,
297,4-297,孤单,gu1 dan1,lone; lonely; loneliness,
298,4-298,估计,gu1 ji4,to estimate; to reckon; CL:個|个[ge4],
299,4-299,鼓励,gu3 li4,to encourage,
300,4-300,鼓掌,gu3 zhang3,to applaud; to clap,
301,4-301,顾客,gu4 ke4,client; customer; CL:位[wei4],
302,3-153,故事,gu4 shi4,old practice; CL:個|个[ge4],
303,4-303,故意,gu4 yi4,deliberately; on purpose,
304,3-154,刮风,gua1 feng1,to be windy,
305,4-305,挂,gua4,to hang or suspend (from a hook etc); (of a telephone call) to hang up; to be worried or concerned; to make a phone call (topolect); to register or record; to hitch; classifier for sets or clusters of objects,
306,3-155,关,guan1,mountain pass; to close; to shut; to turn off; to concern; to involve,
307,4-307,关键,guan1 jian4,crucial point; crux; CL:個|个[ge4]; key; crucial; pivotal,
308,3-156,关系,guan1 xi4,relation; relationship; to concern; to affect; to have to do with; guanxi; CL:個|个[ge4],
309,3-157,关心,guan1 xin1,to care for sth; caring; concerned,
310,3-158,关于,guan1 yu2,pertaining to; concerning; regarding; with regards to; about; a matter of,
311,4-311,观众,guan1 zhong4,spectators; audience; visitors (to an exhibition etc),
312,4-312,管理,guan3 li3,to supervise; to manage; to administer; management; administration; CL:個|个[ge4],
313,4-313,光,guang1,light; ray; CL:道[dao4]; bright; only; merely; to use up,
314,4-314,广播,guang3 bo1,broadcast; widely spread; CL:個|个[ge4],
315,4-315,广告,guang3 gao4,to advertise; a commercial; advertisement; CL:項|项[xiang4],
316,4-316,逛,guang4,to stroll; to visit,
317,4-317,规定,gui1 ding4,provision; to fix; to set; to formulate; to stipulate; to provide; regulation; rule; CL:個|个[ge4],
318,2-70,贵,gui4,expensive; noble; your (name); precious,
319,4-319,国际,guo2 ji4,international,
320,3-160,国家,guo2 jia1,country; nation; state; CL:個|个[ge4],
321,4-321,果然,guo3 ran2,really; sure enough; as expected,
322,3-161,果汁,guo3 zhi1,fruit juice,
323,2-71,过,guo4,to cross; to go over; to pass (time); to celebrate (a holiday); to live; to get along; excessively; too-; surname Guo,
324,4-324,过,guo4,"助词 (indicates a past action or state, 动词+过)
",
325,4-325,过程,guo4 cheng2,course of events; process; CL:個|个[ge4],
326,3-162,过去,guo4 qu5,(in the) past; former; previous; to go over; to pass by,
327,2-72,还,hai2,still; still in progress; still more; yet; even more; in addition; fairly; passably (good); as early as; even; also; else,
328,3-165,还是,hai2 shi4,or; still; nevertheless,
329,2-73,孩子,hai2 zi5,child,
330,4-330,海洋,hai3 yang2,ocean; CL:個|个[ge4],
331,3-167,害怕,hai4 pa4,to be afraid; to be scared,
332,4-332,害羞,hai4 xiu1,blush; shy,
333,4-333,寒假,han2 jia4,winter vacation,
334,4-334,汗,han4,"perspiration; sweat; CL:滴[di1],頭|头[tou2],身[shen1]; Khan (Persian or Mongol king or emperor); Khan (name); to be speechless (out of helplessness, embarrassment etc) (Internet slang used as an interjection)",
335,1-35,汉语,Han4 yu3,Chinese language; CL:門|门[men2],
336,4-336,航班,hang2 ban1,scheduled flight; flight number; plane; scheduled sailing; sailing number; passenger ship,
337,1-36,好,hao3,good; well; proper; good to; easy to; very; so; (suffix indicating completion or readiness),
338,2-76,好吃,hao3 chi1,tasty; delicious,
339,4-339,好处,hao3 chu5,benefit; advantage; gain; profit; also pronounced hao3 chu4; CL:個|个[ge4],
340,4-340,好像,hao3 xiang4,as if; to seem like,
