6	哇	9952
6	拜托	8457
5	如何	10880
5	女士	10545
5	根本	10312
5	确定	9890
5	兄弟	8632
5	抓	8431
5	或许	8316
5	救	8096
5	唯一	8024
5	表现	7083
5	拍	7077
5	呆	6984
5	绝对	6783
5	整个	6697
5	处理	6499
5	行动	6406
5	失去	6315
5	派	6002
5	靠	5891
5	作为	5865
5	曾经	5690
5	总统	5550
5	伤害	5537
5	控制	5536
5	首	5502
5	偷	5502
4	谈	11654
4	好像	11215
4	警察	11177
4	场	10964
4	刚	10889
4	呀	10701
4	情况	10674
4	只要	10237
4	份	10155
4	到底	10134
4	成为	10039
4	永远	10037
4	安全	9542
4	留	9273
4	计划	9170
4	俩	9038
4	停	9029
4	感谢	8861
4	敢	8665
4	从来	8582
4	赢	8364
4	消息	8347
4	拉	8220
4	原因	7830
4	连	7707
4	确实	7631
4	挺	7604
4	保证	7516
4	接受	7445
4	改变	7435
4	麻烦	7377
4	出现	7323
4	不管	7186
4	甚至	7101
4	保护	7095
4	真正	7091
4	结果	7086
4	当时	6936
4	至少	6751
4	律师	6748
4	表演	6659
4	无	6649
4	猜	6522
4	咱们	6520
4	进行	6486
4	内	6437
4	是否	6435
4	调查	6320
4	成功	6306
4	考虑	6296
4	约会	6268
4	通过	6217
4	开心	6203
4	母亲	6196
4	主意	6145
4	倒	6093
4	解释	6089
4	联系	6022
4	证明	5988
4	生命	5899
4	难道	5876
4	由	5800
4	指	5720
4	危险	5712
4	讨厌	5692
0	男人	11609
0	头	11583
0	出去	11525
0	活	11510
0	者	11388
0	得到	11189
0	之后	11100
0	求	10905
0	变	10581
0	真是	10560
0	见到	10318
0	那儿	10255
0	里面	10184
0	来说	10027
0	名	9951
0	它们	9934
0	总	9899
0	有人	9878
0	怎样	9530
0	没什么	9453
0	回家	9361
0	周	9242
0	爸	9155
0	不能	9020
0	他妈的	9007
0	另	8974
0	心	8956
0	她们	8913
0	有些	8890
0	谈谈	8821
0	定	8762
0	于	8728
0	以后	8699
0	管	8698
0	每个	8686
0	跳	8497
0	动	8407
0	如此	8306
0	队	8287
0	无法	8227
0	房子	8224
0	听说	8099
0	睡	8032
0	回去	7994
0	人们	7991
0	晚	7971
0	该死	7906
0	闭	7895
0	下去	7768
0	受	7757
0	好好	7705
0	全	7694
0	此	7596
0	混蛋	7573
0	杯	7542
0	信	7451
0	舞	7421
0	看来	7417
0	身上	7229
0	美	7201
0	球	7122
0	查	7122
0	忘	7121
0	进来	7000
0	或	6933
0	怎么办	6872
0	第	6843
0	长官	6781
0	员	6764
0	进去	6758
0	喔	6701
0	听到	6696
0	已	6637
0	选	6620
0	感到	6613
0	那边	6573
0	儿	6570
0	疯	6551
0	床	6506
0	令	6426
0	刚刚	6423
0	案子	6414
0	第二	6380
0	酒	6339
0	歌	6310
0	唱	6301
0	之间	6213
0	别的	6211
0	学	6210
0	探	6141
0	待	6104
0	变成	6104
0	句	5985
0	有点	5898
0	生	5817
0	极了	5772
0	如	5748
0	外面	5604
0	处	5578
0	看上去	5567
0	间	5548
0	糟	5514
0	进入	5491
0	能够	5484
