6	而已	5390
6	夫人	5083
6	尸体	4995
6	现场	4918
6	监狱	4672
6	啥	4367
6	死亡	4275
6	拥有	4268
6	凶手	4065
6	屁股	3805
6	选手	3733
6	投票	3702
6	撒谎	3664
6	武器	3655
6	发誓	3571
6	意识	3301
6	线索	3268
6	砸	3233
6	失踪	3052
6	真相	3047
6	恐怖	2995
6	性感	2974
6	意味着	2914
6	交易	2863
6	恶心	2847
6	舞蹈	2815
6	副	2775
6	事件	2775
6	攻击	2678
6	试图	2619
6	淘汰	2535
6	子弹	2489
6	毒品	2474
6	袭击	2443
6	灵魂	2426
5	哈	5461
5	糟糕	5214
5	保持	5145
5	证据	5119
5	事实	5030
5	家庭	5018
5	装	5007
5	秘密	5002
5	简直	4844
5	的确	4804
5	血	4750
5	方式	4712
5	瞧	4635
5	疯狂	4633
5	片	4598
5	记录	4481
5	太太	4433
5	除非	4300
5	傻	4193
5	阻止	4180
5	想象	4178
5	完美	4135
5	克	4129
5	目标	4124
5	精神	4100
5	碰	4056
5	系统	4000
5	滚	3993
5	报告	3913
5	人类	3858
5	冲	3853
5	自由	3849
5	套	3817
5	姑娘	3766
5	手术	3696
5	必要	3696
5	痛苦	3649
5	存在	3628
5	组	3624
5	以及	3611
5	个人	3598
5	代表	3587
5	意义	3581
5	承认	3576
5	理由	3571
5	显然	3567
5	政府	3550
5	幸运	3501
5	信任	3442
5	未来	3441
5	根	3411
5	吓	3409
5	治疗	3400
5	行为	3397
5	婚礼	3382
5	组织	3374
5	老板	3350
5	合作	3345
5	支	3322
5	老婆	3321
5	可怕	3319
5	中心	3319
5	明显	3307
5	消失	3264
5	位置	3254
5	答应	3242
5	撞	3187
5	似乎	3158
5	力量	3151
5	命令	3148
5	威胁	3142
5	日子	3137
5	享受	3097
5	战争	3096
5	恭喜	3094
5	利用	3079
5	恨	3078
5	训练	3040
5	酒吧	2969
5	身份	2955
5	模特	2950
5	一旦	2923
5	追	2917
5	群	2904
5	面对	2892
5	居然	2887
5	雷	2874
5	真实	2866
5	人生	2853
5	受伤	2843
5	夜	2838
5	属于	2828
5	出色	2800
5	目前	2799
5	锁	2791
5	梦想	2791
5	人员	2782
5	英雄	2780
5	感受	2776
5	吻	2774
5	逃	2760
5	数	2708
5	公寓	2707
5	文件	2699
5	寻找	2685
5	烂	2677
5	不然	2662
5	欠	2624
5	反应	2613
5	意外	2580
5	食物	2562
5	遗憾	2561
5	反正	2560
5	设计	2559
5	醉	2525
5	私人	2516
5	某	2513
5	伟大	2505
5	臭	2500
5	自从	2495
5	签	2470
5	颗	2463
5	朝	2437
5	呼吸	2436
5	明星	2435
5	超级	2428
5	破坏	2424
0	事实上	5462
0	部	5437
0	昨晚	5435
0	同	5402
0	不行	5390
0	上面	5364
0	斯	5263
0	杰克	5240
0	真的	5236
0	办	5140
0	想到	5128
0	加	5111
0	不同	5088
0	父母	5082
0	恩	5074
0	曾	5052
0	象	5012
0	法	4998
0	打开	4990
0	季	4968
0	玩笑	4934
0	直到	4867
0	小子	4819
0	强	4815
0	不好意思	4806
0	特	4793
0	回到	4788
0	男孩	4780
0	留下	4721
0	伤	4710
0	怪	4706
0	美元	4702
0	这边	4652
0	收到	4606
0	想法	4575
0	纽约	4567
0	家里	4564
0	身	4527
0	还要	4525
0	作	4502
0	性	4494
0	带来	4493
0	不好	4483
0	抓住	4482
0	点儿	4473
0	老兄	4468
0	大学	4456
0	加油	4412
0	实际上	4411
0	怕	4396
0	多久	4393
0	记	4373
0	开枪	4366
0	声	4316
0	集	4295
0	店	4294
0	酷	4290
0	警	4244
0	付	4236
0	派对	4232
0	步	4209
0	不再	4206
0	鬼	4203
0	犯	4146
0	祝	4137
0	耶	4121
0	有关	4103
0	每天	4073
0	命	4061
0	介意	4054
0	试试	4053
0	那天	4034
0	谋杀	3990
0	那种	3988
0	各位	3983
0	子	3973
0	藏	3934
0	干吗	3925
0	兴趣	3923
0	情	3916
0	从没	3908
0	面	3907
0	替	3907
0	飞	3895
0	气	3865
0	小孩	3860
0	不用	3860
0	毁	3837
0	很快	3837
0	做到	3818
0	晚安	3797
0	病	3794
0	线	3792
0	神	3777
0	操	3776
0	下面	3772
0	道	3758
0	按	3753
0	法官	3750
0	自	3744
0	整	3709
0	身边	3695
0	知	3688
0	任何人	3673
0	局	3564
0	这次	3549
0	眼	3540
0	记住	3515
0	卡	3497
0	那时	3495
0	干什么	3493
0	事儿	3490
0	混	3483
0	犯罪	3470
0	白痴	3447
0	加入	3419
0	病人	3415
0	案	3413
0	边	3386
0	想想	3372
0	来到	3342
0	词	3332
0	超	3328
0	尔	3328
0	笔	3316
0	同性恋	3299
0	好运	3290
0	面前	3265
0	街	3220
0	区	3199
0	放下	3157
0	哪个	3121
0	剩下	3119
0	感	3099
0	杀死	3094
0	其	3088
0	杀人	3064
0	阿	3032
0	主	3031
0	有意思	3030
0	尽	2982
0	警官	2979
0	自杀	2970
0	同样	2960
0	什么样	2954
0	岛	2951
0	足够	2946
0	鸡	2932
0	养	2930
0	谢	2916
0	之一	2902
0	因	2901
0	约	2898
0	第三	2898
0	就要	2884
0	家人	2881
0	烧	2868
0	停止	2857
0	清	2849
0	婊子	2830
0	算是	2807
0	演	2806
0	尼	2803
0	最终	2788
0	大人	2785
0	再次	2785
0	坐下	2778
0	罪	2761
0	放开	2754
0	愿	2740
0	只能	2685
0	女朋友	2642
0	多谢	2642
0	一半	2634
0	躲	2633
0	某个	2633
0	为何	2631
0	要么	2629
0	逼	2627
0	轮	2620
0	听见	2593
0	通	2591
0	有时	2588
0	蛋	2585
0	入	2571
0	洛杉矶	2562
0	杀手	2560
0	封	2559
0	赢得	2556
0	正是	2555
0	证人	2546
0	射	2531
0	室	2527
0	蠢	2525
0	未	2521
0	德	2517
0	达	2496
0	钟	2490
0	垃圾	2486
0	男朋友	2479
0	不必	2469
0	停下	2460
0	肉	2457
0	测试	2454
0	金	2450
0	有时候	2444
0	一生	2438
0	不在乎	2437
0	机	2429
0	城	2429
