0	逮	954
0	圣诞老人	954
0	肥	953
0	一分	953
0	版	951
0	针	949
0	曲	949
0	填	945
0	公路	943
0	闪	942
0	铁	942
0	海盗	942
0	既	942
0	幸存者	941
0	当中	939
0	头脑	936
0	直升机	935
0	领	934
0	加拿大	933
0	全力	932
0	一团糟	931
0	艾	927
0	聚	927
0	福尔摩斯	927
0	物品	926
0	坏人	926
0	列	926
0	湿	925
0	撑	925
0	诅咒	923
0	虫	920
0	任	918
0	剂	915
0	伙	915
0	打断	912
0	发型	912
0	一整天	912
0	敬	911
0	强奸	908
0	移	907
0	即	907
0	男性	905
0	收集	905
0	国	905
0	致命	903
0	取得	903
0	卡尔	903
0	中尉	903
0	引	902
0	松	900
0	供	900
0	眼前	898
0	挤	898
0	在家	898
0	各种	898
0	纳	896
0	台上	896
0	电子	893
0	没法	893
0	熟	892
0	没事	892
0	检	892
0	告	892
0	芝加哥	891
0	学院	890
0	逃走	889
0	获胜	888
0	一面	888
0	毫无疑问	887
0	但愿	884
0	绿色	883
0	检测	883
0	完蛋	882
0	白色	881
0	心中	881
0	库	881
0	嘴里	881
0	小镇	880
0	兵	880
0	老朋友	879
0	地下	879
0	强壮	878
0	认出	877
0	对劲	877
0	坏事	876
0	查出	875
0	西班牙	874
0	普	873
0	拜拜	873
0	蠢货	872
0	森	872
0	招呼	872
0	坐牢	872
0	内裤	868
0	不久	868
0	牢	867
0	冲浪	867
0	掌	866
0	大事	866
0	外套	866
0	吓坏	866
0	威尔	864
0	初	864
0	俄国	862
0	底下	861
0	何时	861
0	经纪人	860
0	关门	860
0	停车场	859
0	丹尼	858
0	做梦	857
0	每年	856
0	礼	855
0	奶酪	855
0	陌生人	854
0	抛	854
0	喷	854
0	止	853
0	管用	852
0	地下室	851
0	军	851
0	流血	850
0	密	849
0	金发	848
0	摧毁	848
0	哥们儿	846
0	俄罗斯	846
0	他人	846
0	色	844
0	职责	843
0	战士	843
0	心脏病	843
0	公众	843
0	章	842
0	楼下	842
0	影	841
0	妞	841
0	大量	841
0	李	839
0	门口	838
0	证词	838
0	斗	838
0	调查局	837
0	注定	836
0	豁免	835
0	手臂	835
0	前往	835
0	有空	834
0	咱	834
0	呼	834
0	百万	833
0	楼梯	833
0	呼叫	833
0	士	831
0	下班	831
0	法语	829
0	比如说	829
0	防	828
0	野	828
0	西德	828
0	全新	828
0	侠	828
0	说说	827
0	湖	827
0	事务所	826
0	所在	824
0	参议员	824
0	你家	824
0	局长	823
0	凶器	823
0	网	820
0	意味	819
0	垒	819
0	喜剧	818
0	殿下	817
0	负	816
0	考	816
0	尝尝	816
0	上课	816
0	设计师	815
0	莫	814
0	什么的	813
0	蒙	812
0	出于	812
0	香槟	811
0	站住	811
0	牛仔	811
0	尼克	811
0	艺术家	809
0	偷走	809
0	屋里	808
0	克莱尔	808
0	欧	807
0	情感	806
0	每周	804
0	街区	803
0	罪名	803
0	公共	801
0	音	800
0	屋顶	799
0	袋子	798
0	皮特	798
0	大赛	798
0	鲍勃	797
0	发疯	796
0	以外	796
0	圣经	795
0	可能性	795
0	别无选择	795
0	血迹	794
0	美味	794
0	总部	794
0	主角	792
0	警察局	791
0	安娜	791
0	全球	791
0	胸部	790
0	胡子	789
0	旁	789
0	恶	789
0	劲	789
0	橄榄球	788
0	拔	788
0	小妞	788
0	大哥	788
0	体内	788
0	外星人	787
0	墙上	786
0	骨	783
0	睡着	783
0	有着	782
0	宝	782
0	趣	781
0	科学家	780
0	快要	779
0	噩梦	778
0	应得	777
0	奶	777
0	土	773
0	情人	771
0	职	770
0	父	770
0	谎	769
0	死刑	769
0	爱尔兰	768
0	南方	767
0	傻子	767
0	亨利	767
0	浴室	766
0	求婚	766
0	传奇	766
0	杆	765
0	料	764
0	石	763
0	喽	763
0	会见	762
0	走路	761
0	手中	761
0	涂	760
0	想见	760
0	伊拉克	759
0	摄像机	755
0	失	755
0	周五	755
0	打破	754
0	手下	754
0	马克	753
0	飞船	752
0	刮	751
0	常常	749
0	摄影师	748
0	营地	747
0	指挥官	746
0	凶	746
0	订婚	745
0	花园	745
0	缺	745
0	泰	745
0	术	745
0	希腊	745
0	大厅	745
0	四处	745
0	出事	745
0	郡	744
0	遭	744
0	豁免权	744
0	世	744
0	西班牙语	743
0	威士忌	743
0	厌倦	743
0	大声	742
0	粘	741
0	本地	741
0	妙	741
0	沙	740
0	万岁	740
0	答	739
0	合伙人	739
0	穿着	738
0	全身	738
0	钢琴	737
0	女郎	737
0	外科	737
0	复仇	737
0	会面	737
0	商	736
0	篮球	735
0	界	734
0	护	734
0	诊所	733
0	揭晓	733
0	搜	732
0	帮帮	732
0	午夜	731
0	汤米	730
0	齐	728
0	海岸	728
0	校	728
0	直觉	727
0	晋级	727
0	兹	726
0	作出	726
0	古	724
0	废物	723
0	保罗	723
0	虫子	722
0	台词	721
0	看起来	720
0	地盘	720
0	播	718
0	摄像头	718
0	孩儿	718
0	关上	718
0	不论	717
